0,1,2,3,4,5,quality
-0.9000026551244411,-0.8885392284468194,-0.6718331793262956,-1.0279880740544498,-0.5540669651748198,-1.0023686644566963,2
0.591288393864178,0.019157143766828554,-0.7186718690236347,-0.8687449543690535,0.6625480709879724,-0.5119568456153044,2
0.1809217267299729,-0.3887541581890802,-0.3991269855838346,-0.760290028963452,0.06654549924383765,-0.48445858108722434,2
-0.4099642099654432,-0.2736952478299139,2.080464639610201,-0.5645494173963405,0.7282323870260393,0.7476000329859802,3
-0.9627298044286313,-0.9894720541988645,-0.6419983391462016,-0.9962308422911131,-0.323537210389361,-0.9414703368927865,2
-1.2809991777859733,-1.129661338136488,-0.21912759046985672,-1.2817450747079076,0.2201495687470721,0.25744369388592403,2
-1.7687139701685222,-1.9466582907298777,-0.700374069672348,-0.7247057441925093,-0.5055715551395504,0.31055691571674077,4
-0.9609152574465716,-0.7631900847551439,-0.13384620619577756,-0.661742580140928,-0.7682062192081172,-0.3723166814922728,4
0.13321168250978488,-1.2175537910698073,-0.7926039765735496,-0.8853140072509389,0.31034182879510375,0.2588941912574464,2
-0.6690526320054742,-1.738050365573167,-2.0775994084721776,-0.3237390031094219,-0.03418423275933829,0.0008582090362126552,2
2.1324130646810904,-1.6961701694322133,1.3837516298853951,2.785894064508801,0.6923975406131321,-3.5148801817581217,2
0.32318593093047077,-0.7152660866017697,0.4726812509031334,0.5484782148216165,2.2412459398461375,0.3576272119599764,4
12.65272813082786,-3.1683428233714057,-0.556992996846579,0.8490967875062309,0.3183290724351624,0.626453950358018,3
-0.32732182759111667,-0.15192159398137972,-0.3355645528062014,-0.13298571776997758,0.7918958413149759,-0.606099363364735,2
1.0602425942366653,-1.5086983081497638,0.7956142709845193,0.6775099008497567,0.20915695012008767,-0.631689586052567,2
-0.2171863133675104,-0.20541461388920604,0.2699840880712231,-0.9738848193467786,0.14617905047025334,0.4709168210725549,2
-0.28507759496854046,-0.2797531423246131,-0.6609730672426574,0.02263955824630222,0.11493268228194867,-0.24078315909177403,3
-0.8203478221786019,-1.7689826740149148,-0.35816847931265583,-0.20429497072299146,-0.38558956876866685,0.27859246994621356,2
