fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.25,0.7058823529411762,-0.7575757575757577,-0.4285714285714288,-0.15000000000000022,-0.14285714285714285,-0.0975609756097561,0.503325942350379,1.0526315789473673,-0.35294117647058804,-0.4705882352941172,2
-0.050000000000000266,1.4117647058823528,-0.7575757575757577,0.5714285714285712,0.9500000000000006,0.8571428571428571,0.7073170731707317,0.059866962306034076,-0.5789473684210521,0.3529411764705887,-0.2352941176470581,2
-0.050000000000000266,0.9411764705882353,-0.6363636363636365,0.14285714285714232,0.6500000000000002,0.14285714285714285,0.3902439024390244,0.1485587583148932,-0.2631578947368436,0.17647058823529435,-0.2352941176470581,2
1.6499999999999995,-0.9411764705882353,0.9393939393939397,-0.4285714285714288,-0.2000000000000003,0.2857142857142857,0.5365853658536586,0.5920177383592381,-0.7894736842105261,-0.23529411764705913,-0.2352941176470581,3
-0.25,0.5490196078431373,-0.7575757575757577,-0.5714285714285715,-0.2000000000000003,0.0,0.04878048780487805,0.503325942350379,1.0526315789473673,-0.35294117647058804,-0.4705882352941172,2
0.0,0.31372549019607826,-0.5757575757575758,-0.8571428571428571,-0.5,0.14285714285714285,0.5121951219512195,-0.11751662971173343,-0.05263157894736965,-0.9411764705882355,-0.4705882352941172,2
-0.30000000000000027,0.5098039215686274,-0.7575757575757577,-1.4285714285714286,-0.7000000000000003,0.14285714285714285,-0.4146341463414634,-0.9157427937915149,0.42105263157894784,-0.8823529411764711,-0.11764705882352905,4
-0.050000000000000266,0.2352941176470586,-0.6969696969696971,-0.2857142857142859,-0.30000000000000043,-0.2857142857142857,-0.4878048780487805,0.059866962306034076,0.26315789473684126,-0.29411764705882393,-0.4117647058823527,4
-0.6000000000000001,0.2352941176470586,-0.5151515151515151,-0.5714285714285715,0.8999999999999957,0.14285714285714285,0.6585365853658537,-0.33924611973388125,-0.15789473684210661,-0.4705882352941176,-0.5882352941176473,2
-1.1500000000000004,0.37254901960784303,-0.7575757575757577,-0.8571428571428571,0.5,0.21428571428571427,0.5121951219512195,-1.0487804878048528,1.4210526315789478,-0.5882352941176472,-0.17647058823529357,2
-0.050000000000000266,0.3529411764705881,0.12121212121212116,-0.8571428571428571,1.750000000000001,-0.2857142857142857,-0.21951219512195122,0.3259423503326115,-0.2631578947368436,5.529411764705885,-0.6470588235294118,2
0.2999999999999998,-0.9411764705882353,0.9393939393939397,-0.5714285714285715,0.6500000000000002,1.5714285714285714,1.5853658536585367,0.10421286031046365,-0.05263157894736965,0.7647058823529416,0.1764705882352946,4
0.0,-0.7843137254901961,0.787878787878788,-0.5714285714285715,13.100000000000007,0.2857142857142857,0.43902439024390244,0.10421286031046365,-1.4210526315789478,2.705882352941178,-0.5882352941176473,3
-0.15000000000000036,-0.5098039215686274,0.18181818181818182,0.14285714285714232,0.14999999999999536,0.7142857142857143,0.8048780487804879,0.6807095343680972,1.105263157894737,0.17647058823529435,-0.29411764705882365,2
0.0,-0.3529411764705883,-0.12121212121212126,-0.8571428571428571,1.3500000000000005,-0.21428571428571427,-0.024390243902439025,-0.028824833702825063,-0.7368421052631587,1.7058823529411773,-0.4117647058823527,2
0.2999999999999998,-0.11764705882352951,-0.4242424242424243,0.14285714285714232,0.25000000000000033,-0.2857142857142857,0.7073170731707317,0.059866962306034076,-0.7368421052631587,-0.5294117647058824,-0.4705882352941172,2
-0.5,-0.47058823529411764,-0.3333333333333333,0.28571428571428525,0.30000000000000043,0.5714285714285714,0.04878048780487805,0.059866962306034076,0.6315789473684218,0.05882352941176478,-0.29411764705882365,3
-0.8000000000000003,-0.5098039215686274,-0.27272727272727276,-1.142857142857143,0.05000000000000007,-0.14285714285714285,-0.36585365853658536,-0.5166297117515996,0.15789473684210428,-0.35294117647058804,-0.5294117647058817,2
-0.15000000000000036,-0.431372549019608,-0.030303030303030335,-0.5714285714285715,0.05000000000000007,-0.6428571428571429,-0.6585365853658537,-0.20620842572059256,-0.15789473684210661,-0.17647058823529435,-0.4117647058823527,2
-0.40000000000000036,0.7450980392156861,-0.7575757575757577,-0.4285714285714288,0.05000000000000007,0.07142857142857142,-0.07317073170731707,0.23725055432375236,0.8421052631578957,-0.4117647058823528,-0.4705882352941172,2
-0.050000000000000266,0.49019607843137253,-0.7575757575757577,-0.2857142857142859,0.14999999999999536,-0.35714285714285715,-0.5365853658536586,-0.11751662971173343,0.3684210526315782,-0.17647058823529435,-0.2352941176470581,3
-0.6000000000000001,0.607843137254902,-0.5454545454545455,0.28571428571428525,0.5,0.2857142857142857,1.0731707317073171,-0.38359201773831086,0.21052631578947392,-0.4705882352941176,-0.058823529411764525,2
0.20000000000000018,0.5294117647058824,-0.393939393939394,0.14285714285714232,0.2000000000000003,0.14285714285714285,1.829268292682927,-0.028824833702825063,-0.7368421052631587,0.23529411764705913,-0.2352941176470581,2
-1.35,-0.7843137254901961,0.0,-0.5714285714285715,1.2000000000000002,0.0,0.2926829268292683,-0.4279379157427404,0.3684210526315782,-0.4117647058823528,-0.5882352941176473,2
-0.050000000000000266,0.49019607843137253,-0.7575757575757577,4.714285714285713,0.3499999999999998,-0.5714285714285714,-0.4878048780487805,0.8580931263858648,0.47368421052631515,-0.4117647058823528,-0.35294117647058815,3
-0.050000000000000266,0.31372549019607826,-0.3333333333333333,0.28571428571428525,0.3499999999999998,-0.7142857142857143,-0.5609756097560976,0.3702882483370903,0.5789473684210521,-0.11764705882352956,0.3529411764705892,3
0.09999999999999964,-0.5490196078431373,0.090909090909091,-0.14285714285714296,-0.6500000000000002,0.0,-0.1951219512195122,0.059866962306034076,-0.42105263157894784,0.6470588235294119,-0.29411764705882365,4
-0.30000000000000027,-0.27450980392156865,0.3333333333333333,5.285714285714285,-0.25000000000000033,-0.07142857142857142,1.1951219512195121,0.503325942350379,0.10526315789473696,1.235294117647059,0.1764705882352946,2
0.4500000000000002,0.3529411764705881,0.1515151515151515,0.8571428571428564,0.44999999999999996,0.2857142857142857,0.1951219512195122,0.41463414634151985,-0.2631578947368436,-0.6470588235294119,-0.5294117647058817,1
-0.20000000000000018,-0.11764705882352951,-0.1515151515151515,0.5714285714285712,12.650000000000006,-0.35714285714285715,-0.5853658536585366,0.059866962306034076,-0.5263157894736848,1.6470588235294126,0.1764705882352946,3
0.09999999999999964,0.5490196078431373,-0.09090909090909091,0.0,-0.5,-0.2857142857142857,-0.36585365853658536,0.059866962306034076,-0.05263157894736965,3.411764705882354,0.058823529411765565,2
-1.6500000000000004,0.0,-0.3030303030303031,-0.14285714285714296,-1.2500000000000007,-0.35714285714285715,0.6585365853658537,-1.4478935698447681,3.105263157894737,-0.35294117647058804,1.7058823529411773,1
-0.10000000000000009,1.627450980392157,0.5454545454545455,0.0,1.750000000000001,0.6428571428571429,1.853658536585366,0.1485587583148932,-0.3157894736842109,0.6470588235294119,-0.5882352941176473,2
0.4500000000000002,0.5490196078431373,0.030303030303030335,-0.7142857142857144,-0.25000000000000033,-0.6428571428571429,-0.36585365853658536,0.19290465631932277,-0.8421052631578957,0.7058823529411767,-0.5882352941176473,2
-0.6500000000000004,0.0,-0.6363636363636365,0.0,-0.5,-0.35714285714285715,-0.5609756097560976,-0.47228381374717,0.47368421052631515,0.05882352941176478,-0.4705882352941172,3
-0.6500000000000004,-0.07843137254901968,-0.6363636363636365,-0.14285714285714296,-0.55,-0.5,-0.5853658536585366,-0.5166297117515996,0.42105263157894784,0.11764705882352956,-0.4705882352941172,3
0.34999999999999964,-0.5490196078431373,0.3333333333333333,1.1428571428571423,0.10000000000000014,1.2142857142857142,1.975609756097561,0.1485587583148932,-0.5789473684210521,-0.35294117647058804,-0.4705882352941172,2
-0.15000000000000036,-0.03921568627450984,-0.3030303030303031,0.8571428571428564,1.5500000000000007,1.4285714285714286,0.8536585365853658,-0.5166297117515996,-0.7368421052631587,0.05882352941176478,0.0,3
1.1499999999999995,-0.39215686274509814,0.9696969696969696,1.7142857142857135,-0.44999999999999996,-0.6428571428571429,-0.6829268292682927,0.19290465631932277,-1.4210526315789478,0.05882352941176478,-0.35294117647058815,2
-0.050000000000000266,0.27450980392156843,-0.21212121212121215,0.14285714285714232,-0.15000000000000022,0.2857142857142857,0.3902439024390244,0.3702882483370903,0.6315789473684218,-0.17647058823529435,-0.11764705882352905,2
-0.30000000000000027,-0.5098039215686274,0.18181818181818182,0.28571428571428525,-0.25000000000000033,-0.2857142857142857,0.1951219512195122,-0.20620842572059256,0.5263157894736848,-0.4705882352941176,-0.4705882352941172,3
0.4500000000000002,-0.47058823529411764,0.45454545454545464,0.0,0.0,0.42857142857142855,0.34146341463414637,0.5920177383592381,0.6842105263157892,0.11764705882352956,-0.5882352941176473,2
-0.10000000000000009,0.6666666666666664,0.7272727272727273,-0.5714285714285715,1.8000000000000012,0.5,1.8048780487804879,0.059866962306034076,-0.5263157894736848,0.5294117647058824,-0.5294117647058817,2
-0.4500000000000002,0.8431372549019607,-0.6060606060606062,-0.2857142857142859,0.10000000000000014,0.0,0.3902439024390244,-0.028824833702825063,0.42105263157894784,-0.29411764705882393,-0.2352941176470581,2
-0.3500000000000001,0.8039215686274508,-0.6060606060606062,3.4999999999999996,0.3499999999999998,-0.6428571428571429,-0.6585365853658537,-0.20620842572059256,0.5263157894736848,-1.3529411764705888,0.41176470588235375,2
-0.6500000000000004,0.7254901960784311,-0.5454545454545455,-0.8571428571428571,-0.15000000000000022,-0.5,-0.5609756097560976,-0.20620842572059256,0.6842105263157892,-0.23529411764705913,0.29411764705882365,2
0.04999999999999982,0.7254901960784311,-0.6060606060606062,-0.4285714285714288,-0.25000000000000033,-0.35714285714285715,-0.4634146341463415,-0.20620842572059256,0.15789473684210428,1.941176470588236,0.1764705882352946,3
-0.10000000000000009,0.6666666666666664,-0.09090909090909091,-0.4285714285714288,0.25000000000000033,0.35714285714285715,1.3658536585365855,-0.2505543237250221,0.0,-0.8235294117647063,-0.4117647058823527,2
0.20000000000000018,0.607843137254902,0.030303030303030335,-0.14285714285714296,0.25000000000000033,-0.14285714285714285,0.12195121951219512,0.41463414634151985,0.0,-0.5294117647058824,-0.5882352941176473,1
0.4500000000000002,-0.431372549019608,1.181818181818182,0.0,0.7000000000000003,-0.2857142857142857,0.0975609756097561,0.8580931263858648,1.210526315789474,0.23529411764705913,0.1764705882352946,2
-0.5500000000000003,1.0392156862745099,-0.7575757575757577,0.28571428571428525,1.2500000000000004,0.07142857142857142,-0.1951219512195122,-0.028824833702825063,1.105263157894737,-0.4117647058823528,0.29411764705882365,3
-0.6000000000000001,0.9019607843137254,-0.393939393939394,-0.2857142857142859,0.3499999999999998,-0.07142857142857142,1.024390243902439,-0.38359201773831086,0.3684210526315782,-0.5882352941176472,-0.058823529411764525,2
0.20000000000000018,0.41176470588235287,-0.1515151515151515,-1.0,0.05000000000000007,1.0,1.975609756097561,0.23725055432375236,-0.7894736842105261,2.9411764705882373,-0.6470588235294118,1
-0.8500000000000001,-0.27450980392156865,-0.1515151515151515,-0.8571428571428571,-0.5,-0.7142857142857143,-0.5609756097560976,-0.38359201773831086,0.5263157894736848,-0.35294117647058804,-0.5882352941176473,2
-0.25,-0.07843137254901968,0.6666666666666666,-0.2857142857142859,0.3499999999999998,0.5714285714285714,0.8536585365853658,0.1485587583148932,0.26315789473684126,-0.29411764705882393,-0.6470588235294118,2
